CODIGO,DESCRIPCION,STOCK,PRECIO $,MARCA,MINI CODIGO,DETALLES,PRECIO EN SOLES
PSASTUFGMG1000G, PSU AS TUF GAMING 1000W GOLD,20,125.4,ASUS,479878,"Fuente de alimentación ASUS TUF Gaming 1000W Gold, 80 PLUS Gold, Formato ATX.[@@@]Con",647.7556000000001
PSASTUFGMG850G, PSU AS TUF GAMING 850W GOLD, 3,104.2,ASUS,479876,"Fuente de alimentación ASUS TUF Gaming 850W Gold,80 PLUS Gold, Formato ATX.[@@@]Con s",541.4588
PSCMMPE5502ACAA, PSU CM G GOLD 550 V2,20,55.3,COOLER MASTER,467707,"Fuente de alimentación COOLER MASTER G Gold 550 V2, 550W, Formato ATX.[@@@]",296.2742
PSCMMPE6501ACAA, PSU CM MWE BRONZE 650 V3 FR,20,55.7,COOLER MASTER,467702,"Fuente de alimentación COOLER MASTER MWE Bronze 650, 650W, 80 PLUS Bronze, Formato AT",298.2798
PSCMMPE7501AFAA," PSU CM MWE GOLD V2,FM 750W ATX",20,87.3,COOLER MASTER,467708,"Fuente de alimentación COOLER MASTER MWE Gold 750V2, 750W, 80 PLUS Gold, Formato ATX.",456.7222
PSCMMPE8501AFAA," PSU CM MWE GOLD V2,FM 850W ATX",20,99.4,COOLER MASTER,467709,"Fuente COOLER MASTER MWE Gold 850 V2, 850W, 80 PLUS Gold, Formato ATX, Full Modular[@",517.3916
PSCMMPEA501AFCA," PSU CM MWE GOLD V2,FM1050W ATX", 9,167,COOLER MASTER,467712,"Fuente de alimentación COOLER MASTER MWE Gold 1050 - V2, 1050W, 80 PLUS Gold, Formato",856.3380000000001
PSCMMPW6001ACBN, PSU CM ELITE NEX N600 230V,20,39.8,COOLER MASTER,467693,"Fuente de alimentación COOLER MASTER ELITE NEX N600, 600W, Formato ATX.[@@@]",218.5572
PSGBAE850PMPG5, PS GB AE850PM PG5 80+ PLATINUM, 4,122.9,GIGABYTE,463055,"Fuente de alimentación Gigabyte GP-AE850PM PG5, 850W, 80 PLUS Platinum, Formato ATX.[",635.2206000000001
PSGBAE850PMPG5I, PS GB AE850PM PG5 ICE 80+PLATI, 5,125,GIGABYTE,463056,"Fuente de alimentación Gigabyte GP-AE850PM PG5 ICE, 850W, 80 PLUS Platinum, Formato A",645.75
PSGBP550SSICE, PS GB P550S 550W 80+ SILVER,20,34.8,GIGABYTE,448160,"Fuente de alimentación Gigabyte P550SS ICE , 550W, 80 PLUS Silver, Formato ATX.[@@@]",193.4872
PSGBP650G, PSU GB P650G 650W 80+ GOLD,20,48,GIGABYTE,456894,"Fuente de alimentación Gigabyte P650G, 650W, 80 PLUS Gold, Formato ATX.[@@@]",259.672
PSGBP650SSICE, PS GB P650 650W 80+ SILVER,20,44.75,GIGABYTE,448159,"Fuente de alimentación Gigabyte P650SS ICE , 650W, ATX, 80 Plus Silver.[@@@]1 conecto",243.37650000000002
PSGBP750BS, PSU GB P750BS 750W 80P BRONZE,20,53.75,GIGABYTE,468996,"Fuente de alimentación Gigabyte P750BS, 750W, ATX, 80 Plus Bronze, 100V ~ 240VAC.[@@@",288.5025
PSGBUD1000GM, PSU GB 1000W UD 80+G FM,20,105,GIGABYTE,391475,"Fuente de alimentación Gigabyte GP-UD1000GM, 1000W, 80 PLUS Gold Certified, Formato A",545.47
PSGBUD750GMPG5, PSU GB UD750GM PC5 FM 80+ GOLD, 4,78.9,GIGABYTE,449563,"Fuente de alimentación Gigabyte UD750GM PG5, 750W, 80 PLUS Gold Certified, Formato AT",414.60460000000006
PSGBUD850GM, PSU GB 850W 80+GOLD FM, 16,89,GIGABYTE,419353,,465.24600000000004
PSGBUD850GMPG5, PSU GB 850W 80+G FM PCI-EG5, 9,96,GIGABYTE,411632,,500.34400000000005
PSGBUD850GMPG5W, PSU GB 850W 80+G FM PCI-EG5 WH,20,91.5,GIGABYTE,463061,"Fuente de alimentación Gigabyte UD850GM PG5W, 850W, 80 PLUS Gold, Formato ATX.[@@@]Co",477.781
PSMSA1000GLPCI5, PSU MS A1000GL PCIE5 FM 80+GLD,20,105.7,MSI,469397,"Fuente de alimentación MSI MAG A1000GL PCIE5, 1000W, 80 PLUS Gold, Formato ATX.[@@@]",548.9798000000001
PSMSA750BNPCIE5, PS MS A750BN 750W 80PB PCIE5,20,54.5,MSI,439431,"Fuente de alimentación MSI MAG A750BN PCIE5, 750W, 80 PLUS Bronze, Formato ATX.[@@@]",292.26300000000003
PSMSA750GLPCIE5, PS MS MPG A750GL PCIE5 80+ GLD,20,81,MSI,436082,"Fuente de alimentación MSI MAG A750GL PCIE5, 750W, 80 PLUS Gold, Formato ATX.[@@@]",425.134
PSMSA850GLPCI5W, PS MS MPG A850GL PCIE5 80+ GLD,20,93.75,MSI,443501,"Fuente de alimentación MSI MAG A850GL PCIE5 WHITE, 80 PLUS Gold, Formato ATX.[@@@]",489.0625
PSMSA850GLPCIE5, PS MS MPG A850GL PCIE5 80+ GLD, 19,86.9,MSI,436081,"Fuente de alimentación MSI MAG A850GL PCIE5, 850W, 80 PLUS Gold, Formato ATX.[@@@]",454.7166
PSTE7160WBRZV1, FUENTE TE7160 600W BRONZE,20,31,TEROS,419483,"Fuente de alimentación TEROS TE-7160, ATX, 600W, 80 Plus Bronze, 100V-240VAC, CERTIFI",174.434
PSUA850BTE1320G, PSU GM ATX 850W TE1320 BK,20,65,TEROS,468789,"Fuente de alimentación TEROS TE-1320G, Formato ATX, 850W 80 Plus Titanium, 110V / 240",344.91
TE7175WGOLD, FUENTE TE7175 750W 80 P GOLD,20,48,TEROS,359787,"Fuente de alimentación TEROS TE-7175, ATX, 750W, 80 Plus Gold, 100V-240VAC, CERTIFICA",259.672
NBLEN82XH001RPD, NB LEN 12.2 N100 8 128 CHR, 12,335,LENOVO - IDEA,430250,"Chromebook Lenovo IP Flex 3 Chrome 12.2"" WUXGA IPS, Intel N100 0.8/3.4GHz, 8GB LPDDR5",1698.69
NBLEN83G8000RPD, NB CHROMEBOOK 100E/4/32/CHROME, 4,249.2,LENOVO - THINKPAD,472281,"NB Chromebook Lenovo 100e, Proc Intel N100 (4C/4T, Max Turbo hasta 3.40GHz 6MB Smart",1268.4888
PREPHPMFP2602S, HP LASERJET TANK MFP 2602SDW,20,329,HP COMERCIAL,465687,"Impresora HP LaserJet Tank MFP 2602sdw, 22ppm, 600x1200dpi, LAN, Wi-FI, USB.[@@@]Desc",1668.606
PREPHP137FNW, LASER 137FNW MFP MONOCROMATICA, 7,176,HP COMERCIAL,465685,"Impresora HP Láser MFP137FNW multifuncional monocromática, imprime/escanea/copia/Wi-F",901.464
PRHPM4303FDW, HP COLOR LASERJET PRO M4303FDW, 0,568,HP COMERCIAL,443753,"Impresora HP Color LaserJet Pro MFP 4303fdw, Imprime/Copia/Escanea/Fax/Wi-Fi/Ethernet",2866.952
PRHPM4303FDW-B, HP COLOR LASERJET PRO M4303FDW, 1,9999999.99,HP COMERCIAL,488788,,50140018.94986001
PREPLX350, IMP EPSON LX-350 NEGRO 220V,20,205,EPSON - COMERCIAL,107417,"Impresora de matriz Epson LX-350, matriz de 9 pines, velocidad máxima 347 cps (10 cpi",1046.8700000000001
PREPSCF170, IMPRESORA DE SUBLIMACIóN F170,20,273,EPSON - COMERCIAL,373172,"Impresora de Sublimacion Epson SureColor F170, Interfaz USB 2.0, Inalambrica (802.11b",1387.8220000000001
PREPSCF570CLUBK, PRINTER SC F570(PAPEL + TINTA), 1,2029,EPSON - COMERCIAL,349322,"Impresora de Sublimacion Epson SureColor F570, USB 3.0, WLAN (802.11b/g/n), LAN GbE[@",10192.406
PREPL15150-N, IMP EPSON ECOTANK L15150 AV,20,875,EPSON - COMERCIAL,444288,"Multifuncional de tinta Epson EcoTank L15150, imprime/escanea/copia/Fax/Wi-Fi/USB/Eth",4406.25
PREPWFM21000, MULTIFUNCIONAL MONOCROMáTICA E, 8,9750,EPSON - COMERCIAL,454366,Multifuncional de tinta monocromatica Epson WorkForce Enterprise WF-M21000[@@@]Caract,48905.5
PREPTM-P80II, RECIBOS MOBILINK TM-P80II PLUS, 5,302,EPSON - COMERCIAL,473429,"Impresora Térmica de recibos EPSON Mobilink TM-P80II, Interfaz: USB-C / Bluetooth 5.0",1533.228
PREPTMM30III, TM-M30III WIFI+BT+USB, 13,223,EPSON - COMERCIAL,483717,"Impresora Térmica Tiketera Epson TM-M30III, Interfaz (Modelo Wifi + Bluetooth)[@@@]Co",1137.122
PREPTMM30IIIETH, TéRMICA DE RECIBOS TM-M30III, 2,240,EPSON - COMERCIAL,467315,"Impresora termica Epson TM-m30III, Ethernet (10/100 Base-T/TX) /USB-C/USB-B/USB-A[@@@",1222.3600000000001
PREPTMT20III, IMPRESORA EPSON TER. TM-T20III,20,148.5,EPSON - COMERCIAL,352435,"Impresora termica Epson TM-T20III, velocidad de impresión 250 mm/seg, Interfaz USB.[@",763.5790000000001
PREPTMT20IIIL, IMPRESORA EPSON TER.TM-T20IIIL,20,130,EPSON - COMERCIAL,441811,"Impresora Termica de Recibos Epson TM-T20IIIL, Interfaz: USB+Serial (RS-232)[@@@]Impr",670.82
PREPTMT20IIIL-B, IMPRESORA EPSON TER.TM-T20IIIL, 2,9999999.99,EPSON - COMERCIAL,469350,"Impresora Termica de Recibos Epson TM-T20IIIL, Interfaz: USB+Serial (RS-232)[@@@]Impr",50140018.94986001
BBAIOE16-B, AIO 19.5 INTEL 1037 2GG HD 500, 1,471,ZZ OTRAS MARCAS,140054,"All-in-One, 19.5"", Intel Celeron N2910 1.60GHz, 2GB DDR3, 500GB SATA.[@@@]Video Intel",2380.594
PCLENF0J6002KLD, AIO LEN 23.8 I3N305/8/512/W11H,20,414,LENOVO - IDEA,468577,"All-in-One Lenovo A100, 23.8"" FHD IPS Core i3-N305 hasta 3.8GHz 8GB DDR4-3200MHz (SO-",2094.7960000000003
PCLENF0J6002NLD, AIO LEN 23.8 I3N305/8/512/FREE,20,343,LENOVO - IDEA,468579,"All-in-One Lenovo A100, 23.8"" FHD IPS Core i3-N305 hasta 3.8GHz 8GB DDR4-3200MHz (SO-",1738.8020000000001
PCLENF0HM0085LD, AIO LEN 27IRH9/I5-13/16/512/WH, 13,675,LENOVO - IDEA,459753,"All-in-One LENOVO IdeaCentre 27IRH9, 27"" FHD IPS,Core i5-13420H 4.6GHz, 16GB DDR5-520",3403.4500000000003
PCAD1AO770D10B6, AIO AO7760 I7 12/8GB/512GB/LX, 0,568,ADVANCE COMPUTER CORP,466583,"All-in-One Advance AIO AO7760, 23.8"" IPS, Intel I7-12700 2.10GHZ, 8GB DDR5, SSD 512GB",2866.952
PCAS90PT03T2M01, AIO ASUS 23.8 I71355U/16/512/F, 20,795,ASUS - COMERCIAL,472214,"All-in-One ASUS A3402WVAK-BPC0850, 23.8"" LCD FHD IPS (Wideview), Core i7-1355U 1.7/5.",4005.13
PCLENF0HN009XLD, AIO 23.8 LE I7-13H/16/512/W11H,20,710,LENOVO - IDEA,462532,"All-in-One Lenovo IdeaCentre AIO 24IRH9 23.8"" FHDIPS Core i7-13620H hasta 4.9G 16GB D",3578.94
PCHPAF9W4LTABM, PC HP ELITE805 R5-8/16/1/W11P,20,955,HP COMERCIAL,468304,"Computadora HP Elite SFF 805 G9, AMD Ryzen 7 PRO 8600G 4.3/5.0GHz, 16GB DDR5-5600[@@@",4807.37
PCHPAF9W6LTABM, PC HP ELITE805 R7-8/16/1/W11P,20,1048,HP COMERCIAL,468303,"Computadora HP Elite SFF 805 G9, AMD Ryzen 7 PRO 8700G 4.2/5.1GHz, 16GB DDR5-5600[@@@",5273.6720000000005
PCLEN12RRS3CK02, PC LEN M75Q R7/32/512/W11P/3Y,20,718,LENOVO - THINKPAD,475194,,3619.052
PCAD2VP130S10B7, PC VP1370 CI3 13/8GB/250/W11P, 0,9999999.99,ADVANCE COMPUTER CORP,451818,,50140018.94986001
PCAD1VO148001H1, PC VO1480 CI5 12400/8/512GB/L, 13,339,ADVANCE COMPUTER CORP,471305,"PC Advance Vission VO1480, Intel i5-12400 2.50.GHz P-core 4.40GHz 18MB Cache[@@@]8GB",1718.746
PCAD1VOM1490106, PC VM1490 CI5-12/8GB/500B/LX,20,378,ADVANCE COMPUTER CORP,475419,"PC Advance Vission VO1490, Intel i5-12600HX 2.50.GHz P-core 4.60GHz 18MB Cache[@@@]8G",1914.2920000000001
PCAD2VP950020Q6, PC VP9560 CI5 12/16G/512GB/W11, 0,9999999.99,ADVANCE COMPUTER CORP,487899,,50140018.94986001
PCAD2VP950I20Q6, PC VP9560 CI5 12/16G/512GB/W11, 0,9999999.99,ADVANCE COMPUTER CORP,487898,,50140018.94986001
PCHPA03G9LAABM, HP PRO400 I5-14500/16/512/W11P,20,837,HP COMERCIAL,444902,"Computadora HP Pro SFF 400 G9, Core i5-14500 5GHz16GB DDR5-4800.[@@@]512GB SSD M.2 22",4215.718
PCHPA17JMLAABM, HP MINIPC I514500T/16/512/W11P,20,818,HP COMERCIAL,444696,"Computadora HP Pro Mini 400 G9, Core i5-14500T 1.70/4.80GHz, 16GB (1x16GB) DDR5-4800M",4120.452
PCHPA1MT7LAABM, HP PRO MINI 400G9/I5-14/16/512,20,795,HP COMERCIAL,463936,"Computadora HP Pro Mini 400 G9, Core i5-14500T 1.70 / 4.80GHz, 16GB (2x8GB) DDR5-4800",4005.13
PCLEN12TE0018LS, PC M70Q CI5-14400T/16/512/W11P,20,668,LENOVO - THINKPAD,481370,"Computadora Lenovo ThinkCentre M70q Gen 5 Core i5-14400T 1.5/4.5GHz, 16GB DDR5-4800 S",3368.3520000000003
PCLEN12XG0013LS, PC LEN NEO 50S I5-14/16/1/W11P,20,638,LENOVO - THINKPAD,474038,"Computadora Lenovo ThinkCentre Neo 50S Gen 5, Core i5-14400 4.7GHz, 16GB DDR5-4800[@@",3217.9320000000002
PCTRC5TE8001G, PC TE-8000G CI5/16GB/1TB/UBUNT, 10,625,TEROS,488644,"PC TE-8001G Core i5 14400F 2.5/4.7Ghz 16GB DDR5-5600 RTX3050 6GB Ubuntu, negro[@@@]Li",3152.75
PCAD1VO150011H7, PC VO1570 CI7 13700/8G/1TB/LX,20,598,ADVANCE COMPUTER CORP,480261,"PC Advance Vission VO1570, Intel Core i7-13700 2.10.GHz/ 5.20GHz 30MB Cache[@@@]8GB D",3017.3720000000003
PCAD1VOM1771101, PC VM1770 CI7 13/8GB/1TB/LX,20,449,ADVANCE COMPUTER CORP,462077,"PC Advance Vission VM1770, Intel i7-13620H 2.40.GHz Turbo E-Core 3.60GHz P-Core 4.90G",2270.286
PCHP4QM35LTABM, ELITEDE 800 I7-8700/8G/1T/W10P, 1,747,HP COMERCIAL,268699,"Computadora HP EliteDesk 800 G4 SFF, Intel Core i7-8700 3.20GHz, 8GB DDR4, 1TB SATA.[",3764.458
PCHPA01JHLAABM, HP PRO 400 I7-14700/16/1S/W11P,20,1057,HP COMERCIAL,444901,"Computadora HP Pro SFF 400 G9, Core i7-14700 5.4GHz 16GB DDR5-4800[@@@]1TB SSD M.2 22",5318.798000000001
PCHPA17JQLAABM, HP MINIPC I714700T/16/512/W11P,20,978,HP COMERCIAL,483080,,4922.692
PCLEN10M8A124-R, M710S I76700 8G 500 W10DG, 10,9999999.99,ZZ OTRAS MARCAS,479918,,50140018.94986001
PCLEN12E40018LS, PC TINY CI7-13/16/1SS/W11PR,20,1188,LENOVO - THINKPAD,437011,"Computadora Lenovo ThinkCentre M70q Gen 4 Core i7-13700T 1.4/4.9GHz, 16GB DDR4-3200 S",5975.6320000000005
PCLEN12TE001BLS, PC LEN M70Q I7-14/16GB/1T/W11P,20,917,LENOVO - THINKPAD,469492,"Computadora Lenovo ThinkCentre M70q Gen 5 Core i7-14700T 1.3/5.2GHz, 16GB DDR5-5600 S",4616.838000000001
PCLEN12U2S4D700, PC LEN M70S I7-14700/16/1/W11P,20,1067,LENOVO - THINKPAD,465242,"Computadora Lenovo ThinkCentre M70s Gen 5, Core i7-14700 2.1/5.4GHz, 16GB DDR5-5600[@",5368.938
PCLEN12XG0029LS, PC NEO 50S I7-14/16/1/DVD/W11P,20,898,LENOVO - THINKPAD,474024,Computadora Lenovo ThinkCentre Neo 50S Gen 5 Corei7-14700 5.4GHz 16GB DDR5-5600 DVD 9,4521.572
PCDELLAR15I7161, PC GAMING I7-13/16/1SS/V12/W11, 3,2499,DELL - CONSUMO,429225,"Computadora Gaming Alienware Aurora R15, Core i7-13700KF 3.4/5.4GHz, 16GB DDR5-4800MH",12548.986
WSASU90PF05J1M0, WKS ASUS I7-14/16/1/V8/W11P/3Y,20,1746,ASUS - COMERCIAL,472228,"Workstation ASUS D701MER-714700250X, Core i7-14700 2.1/5.3GHz, 16GB DDR5 U-DIMM[@@@]L",8773.444
WSHPA1XC0LTABM, HP WKS Z2 I7-14/16/1SS/V8/W11P,20,1678,HP COMERCIAL,443458,"Workstation HP Z2 G9 SFF, Core i7-14700 2.10 / 5.40GHz, 16GB (1x16GB) DDR5-4800MHz NE",8432.492
WSHPA1XC2LTABM, HP WKS Z2 I9-14/32/1S/V8/W11P,20,2017,HP COMERCIAL,453015,"Computadora Workstation HP Z2 G9 SFF , Core i9-14900 32GB DDR5 4800[@@@]1TB SSD M.2 2",10132.238000000001
WSHPA1XC6LAABM, HP WKS Z2 I7-14K/32/1S/V8/W11P,20,1867,HP COMERCIAL,443471,"Workstation HP Z2 G9 SFF, Core i7-14700K 3.40 / 5.60GHz, 32GB (2x16GB) DDR5-4800MHz N",9380.138
WSHPA24Y2LTAB-B, WKS HP Z2MINI I7-14/16/1/V4/WP, 1,1624,HP COMERCIAL,470968,"Workstation HP Z2 Mini G9, Core i7-14700 hasta 5.4GHz, 16GB (1x16GB) DDR5-5600MHz SOD",8161.736000000001
WSHPA24Y2LTABM, WKS HP Z2MINI I7-14/16/1/V4/WP,20,1457,HP COMERCIAL,463654,"Workstation HP Z2 Mini G9, Core i7-14700 hasta 5.4GHz, 16GB (1x16GB) DDR5-5600MHz SOD",7324.398
WSLEN30FS000ELM, WKS LEN CI7-14/16/1/V4/W11P, 14,1738,LENOVO - THINKPAD,460319,"Workstation LENOVO ThinkStation P2 Tower, Core i7-14700 5.4 GHz, 16GB UDIMM DDR5-4400",8733.332
WSLEN30FS0010LM, WKS LEN P2 I7-14/32/1/V12/W11P,20,2317,LENOVO - THINKPAD,473908,"Workstation LENOVO ThinkStation P2 Tower, Core i7-14700 de hasta 5.4GHz, 32GB DDR5-44",11636.438
WSLEN30FS0011LM, WKS LEN P2 I9-14/32/1/V16/W11P, 10,2627,LENOVO - THINKPAD,473911,"Workstation LENOVO ThinkStation P2 Tower, Core i9-14900 hasta 5.8GHz, 32GB UDIMM DDR5",13190.778
WSLEN30GU0031LM, WKS LEN CI7-14/16/512/V12/W11P, 4,2337,LENOVO - THINKPAD,460095,"Workstation LENOVO ThinkStation P3 Tower, Core i7-14700 5.4GHz, 16GB UDIMM DDR5-4400[",11736.718
WSLEN30GU0032LM, WKS LEN CI7-14/16/512/V8/W11P, 0,2227,LENOVO - THINKPAD,460099,"Workstation LENOVO ThinkStation P3 Tower, Core i7-14700, 5.4 GHz, 16GB UDIMM DDR5-440",11185.178
WSLEN30GU003KLM, WKS LEN P3 I9-14/32/1/V16/W11P, 10,3592,LENOVO - THINKPAD,473918,"Workstation LENOVO ThinkStation P3 Tower, Core i9-14900 de hasta 5.8GHz, 32GB DDR5-44",18029.288
MMSNY7117195582, PS5 CONSOLE DISC GOD OF WAR, 9,580,SONY,442307,Consola SONY PlayStation PS5 - God of War Ragnarok Bundle - Color Blanco[@@@]Bundle I,2927.1200000000003
CSLEN83L30034LM, LEGION GO S 8 RZ STEAM 16 512,20,494,LENOVO - IDEA,470260,"Consola de juegos Lenovo Legion GO S 8ARP1, RyzenZ2 GO, 8"" WUXGA IPS, 16GB[@@@]El Len",2495.916
MMSDV00428130, VALVE STEAM DECK 64GB, 1,499,ZZ OTRAS MARCAS,407757,"Consola Portatil Valve Steam Deck 64GB, 7"" (1280x800), LCD IPS, Tactil, 60Hz, Color N",2520.9860000000003
PREPL1250-N, IMP EPSON L1250,20,127,EPSON,435998,"Impresora de tinta Epson EcoTank L1250, Imprime /Inalambrica / USB de alta velocidad[",655.778
PR60K46AAKY, HP DESKJET IA 2874 AIO PRINTER,20,80,HP CONSUMO,465502,,420.12
PREPL14150, IMP EPSON MULTIFU COLOR L14150, 7,524,EPSON,357720,"Multifuncional de tinta Epson EcoTank L14150, imprime/escanea/copia/Fax/Wi-Fi/USB/Eth",2646.3360000000002
PREPL3210-N, IMP EPSON MULTIFUNC L3210,20,152,EPSON,385408,"Multifuncional de tinta Epson EcoTank L3210, Imprime / Escanea / Copia / USB[@@@]Velo",781.128
PREPL3250-N, IMP EPSON MULTIFUN L3250, 1,171.9,EPSON,385522,"Multifuncional de tinta Epson L3250, USB de alta velocidad (compatible con USB 2.0)[@",880.9066
PREPL3250N-B, IMP EPSON MULTIFUN L3250, 1,168,EPSON,486548,,861.3520000000001
PREPL4260-N, IMPRESORA EPSON MULTIFU L4260, 1,203.5,EPSON,386663,Multifuncional de tinta Epson EcoTank L4260 Imprime / Escanea / Copia / USB / Inalamb,1039.3490000000002
PREPL5590-N, IMPRESORA EPSON MULTIFU L5590,20,226.9,EPSON,435757,"Impresora Multifuncional Epson EcoTank L5590, Imprime/Escanea/Copia/Fax/USB/LAN/Wi-Fi",1156.6766
PREPL62701, IMPRESORA EPSON MULTIFUN L6270,20,314,EPSON,388407,"Impresora Multifuncional Epson EcoTank L6270, Imprime/Escanea/Copia/LAN/Wi-Fi[@@@]Pan",1593.3960000000002
PREPL8160, IMP EPSON MULTIFUN L8160,20,427,EPSON,368592,"Multifuncional de tinta Epson EcoTank L8160, imprime/escanea/copia, LAN/Wi-Fi/USB 2.0",2159.978
PREPM2170, IMP EPSON M2170 MULTIFUNCIONAL, 4,263,EPSON,310459,"Multifuncional de tinta Epson EcoTank ET-M2170, imprime/escanea/copia, USB/LAN/WiFi.[",1337.682
PREPM2170-N, IMP EPSON M2170 MULTIFUNCIONAL, 15,268,EPSON,358861,"Multifuncional de tinta Epson EcoTank ET-M2170, imprime/escanea/copia, USB/LAN/WiFi.[",1362.752
PREPWFCM3170-N, IMP EPSON WORKFORCE-M3170-N, 5,291,EPSON,412286,"Multifuncional de tinta Epson EcoTank ET-M3170, imprime/escanea/copia/fax, USB/LAN/Wi",1478.074
PRHP1F3Y2A, PRINTER HP TINTA 580,20,149,HP CONSUMO,411028,"Impresora All-in-one de tinta HP Smart Tank 580, Imprime, Escanea, Copia/Wi-Fi/BT/USB",766.086
PRHP1F3Y2A-B, PRINTER HP TINTA 580, 2,142.5,HP CONSUMO,471823,,733.495
PRHPSMART750, HP SMART TANK 750,20,283,HP CONSUMO,431693,"Multifuncional de tinta HP Smart Tank 750, Impresión/Escaneo/Copia/Wi-Fi/Bluetooth LE",1437.962
PRHPSMART790, HP SMART TANK 790 PREMIUM,20,310.5,HP CONSUMO,438929,"Mltifuncional de tinta HP Smart Tank 790, imprime/escanea/copia/fax/Wi-Fi/USB/Etherne",1575.847
PRHPST585, IMPRESORA HP SMART TANK 585,20,149,HP CONSUMO,452535,"Multifuncional de tinta HP Smart Tank 585, Impresión/Escaneo/Copia/Wi-Fi/Bluetooth LE",766.086
ACCPUTE8163N, COOLER PARA CPU TE-8163N LIQU,20,30.6,TEROS,412685,"Cooler para procesador TEROS TE-8163N, Intel y AMD, TDP 155W Máx, 12 cm, líquida[@@@]",172.4284
ACCPUTE8164N, COOLER PARA CPU TE-8164N LIQU, 5,44.4,TEROS,412686,"Cooler para procesador TEROS TE-8164N, Intel y AMD, TDP 265W Máx, 24 cm, líquida[@@@]",241.6216
ACGBLQGME240W, COOLER GB AIO GME 240 WHITE, 18,57.1,GIGABYTE,479911,,305.29940000000005
ACMSCORLQA13240, COOLER MSI MAG CLQD A13 240 N,20,52.2,MSI,464910,Refrigeracion líquida MSI MAG CORELIQUID A13 240 / BLACK / Cantidad de ventiladores:,280.73080000000004
ACMSCORLQD240, COOLER MSI MAG CLQD D240 BLACK, 2,146.6,MSI,475898,"Refrigeracion líquida MSI MPG CORELIQUID D240, Cantidad de ventiladores: 2[@@@]La Ser",754.0524
ACMSCORLQE240W, COOLER MSI AIO CORELIQUID E240,20,91,MSI,441486,"Refrigeracion líquida MSI MAG CORELIQUID E240 / Cantidad de ventiladores: 2, Color Bl",475.274
ACMSCORLQI240W, COOLER MSI MAG CLQD I240 WHITE, 2,101.5,MSI,480371,"Refrigeracion líquida MSI MAG CORELIQUID I240 WHITE, Cantidad de ventiladores: 2[@@@]",527.921
ACGBLQGME360W, COOLER GB AIO GME 360 WHITE, 0,63.8,GIGABYTE,479912,,338.8932
CPAM4NAT3000G, PROC AMD ATHLON 3000G 3.50GHZ,20,37,AMD-ADVANCED MICRO DEVICE,370439,"Procesador AMD Athlon 3000G, 3.50GHz, 4MB L3 Cache, 2-Cores, AM4, 14nm, TDP: 35W.[@@@",204.518
CPAM4R33200G, PROC AMD RYZEN 3 3200G 3.60GHZ,20,56.35,AMD-ADVANCED MICRO DEVICE,308114,"Procesador AMD Ryzen 3 3200G, 3.60GHz, 4MB L3, 4 Core, AM4, 14nm, 65 W.[@@@]Integra v",301.5389
CPAM4R35300G, PROC AMD RYZEN 3 5300G 4GHZ, 0,78.8,AMD-ADVANCED MICRO DEVICE,465707,"Procesador AMD Ryzen 3 5300G, 4.00 / 4.20 GHz, 8MB L3, 4 Core, AM4, 7nm, 65W.[@@@]Inc",414.1032
CPAM4R53600, PROC AMD RYZEN 5 3600 3.60GHZ,20,192.5,AMD-ADVANCED MICRO DEVICE,308119,"Procesador AMD Ryzen 5 3600, 3.6 / 4.2GHz, 32MB L3 Cache, 6-Cores, AM4, 7nm, TDP: 65W",984.195
CPAM4R54500, PROC AMD RYZEN 5 4500 3.60GHZ,20,54.9,AMD-ADVANCED MICRO DEVICE,390724,"Procesador AMD Ryzen 5 4500, 3.6 / 4.1 GHz, 8MB L3, 6-Core, AM4, 7nm, 65W.[@@@]No inc",294.2686
CPAM4R55500, PROC AMD RYZEN 5 5500 3.60GHZ,20,69.2,AMD-ADVANCED MICRO DEVICE,390723,"Procesador AMD Ryzen 5 5500, 3.60 / 4.20 GHz, 16MB L3 Cache, 6-Cores, AM4, 7nm, 65W.[",365.96880000000004
CPAM4R55500X3D, PROC AMD RYZEN 5 5500X3D 3.0GH,20,158.6,AMD-ADVANCED MICRO DEVICE,487746,,814.2204
CPAM4R55600GT, PROC AMD RYZEN 5 5600GT 3.60GZ,20,117.2,AMD-ADVANCED MICRO DEVICE,435463,"Procesador AMD Ryzen 5 5600GT, 3.60 / 4.60 GHz, 16MB L3, 6 Core, AM4, 7nm, 65W.[@@@]I",606.6408
CPAM4R55600X, PROC AMD RYZEN 5 5600X 3.70GHZ,20,126.7,AMD-ADVANCED MICRO DEVICE,355698,"Procesador AMD Ryzen 5 5600X, 3.70GHz, 32MB L3, 6Core, AM4, 7nm, 65W.[@@@]No integra",654.2738
CPAM4R75800XT, PROC AMD RYZEN 7 5800XT 3.80GH, 12,179.5,AMD-ADVANCED MICRO DEVICE,461909,"Procesador AMD Ryzen 7 5800XT, 3.80GHz, 32MB L3, 8 Core, AM4, 7nm, 105W.[@@@]No integ",919.013
CPAM5R57600X, PROC AMD RYZEN 5 7600X 4.70GZ,20,198.25,AMD-ADVANCED MICRO DEVICE,401158,"Procesador AMD Ryzen 5 7600X 4.7/5.3GHz, 32MB L3,6-Core, AM5, 5nm, 105W.[@@@]Integra",1013.0255000000001
